ID,3TC,ABC,AZT,D4T,DDC,DDI,DLV,EFV,NVP,TDF,FTC
2616,78.4,6.6,5.9,0.9,3.6,1.3,0.5,1.1,4.2,,
2868,78.4,6.7,11.6,1.4,2.9,3.7,86.7,2.7,107.8,,
2905,2.1,1.4,1.3,1.5,3.0,1.5,1.0,1.2,2.1,,
2930,78.4,4.0,1.5,0.9,1.4,0.8,4.0,2.5,3.8,,
2986,65.4,1.5,0.8,0.9,2.4,1.1,88.7,45.0,79.4,,
3811,4.0,3.9,100.0,7.9,1.5,3.5,1.2,0.5,2.6,,
3817,78.4,12.0,35.6,,,3.7,1.1,10.7,107.8,,
3819,65.4,2.4,3.7,3.0,2.5,0.6,1.3,1.1,1.1,,
3827,0.3,0.7,1.4,0.5,0.6,0.9,0.9,0.7,0.5,,
3831,66.8,3.7,7.4,2.9,2.7,1.5,1.4,17.7,105.9,,
3833,44.0,3.4,1.8,2.5,3.4,1.4,195.3,34.3,98.4,,
3838,78.4,19.8,100.0,8.0,8.8,6.8,133.0,126.0,107.8,,
3849,78.4,5.7,44.7,3.7,3.6,2.6,1.1,1.3,2.5,,
3851,68.8,3.7,4.2,0.7,2.8,3.3,1.4,2.0,3.6,,
3855,68.8,5.9,58.7,6.1,2.9,2.9,14.8,2.2,3.0,,
3868,4.0,2.6,81.2,1.5,1.5,1.8,0.6,0.6,0.5,,
3870,78.4,,1.7,1.7,3.0,1.2,,1.7,6.0,,
3884,65.4,3.9,2.7,1.0,3.6,2.4,3.6,1.2,2.4,,
3886,65.4,6.6,60.1,2.4,3.7,4.1,0.6,0.8,3.1,,
3890,69.0,10.2,9.4,3.1,5.5,2.0,1.1,1.2,2.1,,
3892,69.0,12.7,6.8,3.3,5.7,4.2,0.2,0.5,0.5,,
3894,1.4,1.9,21.3,0.8,0.4,0.6,0.1,0.5,0.7,,
3896,65.4,6.1,34.3,1.3,3.1,2.3,0.8,0.6,0.6,,
3900,65.4,2.8,2.0,0.6,2.4,1.7,0.3,0.6,0.8,,
3904,57.1,11.3,8.4,0.6,3.4,3.4,2.8,2.8,8.4,,
3917,78.4,2.1,0.7,0.9,1.9,1.8,1.0,2.9,0.9,,
3919,44.0,4.6,4.6,4.8,1.5,6.4,0.4,0.5,0.5,,
3923,78.4,4.0,3.7,2.2,2.6,1.9,1.8,31.5,107.8,,
3925,65.4,1.7,7.8,3.2,3.6,2.3,1.0,1.0,0.4,,
3927,69.0,3.5,1.7,0.9,2.1,2.2,1.2,0.7,0.5,,
3929,65.4,2.8,5.9,1.2,4.6,1.7,0.9,0.6,0.7,,
3959,78.4,12.3,20.8,2.0,3.3,2.9,0.5,1.2,1.7,,
3964,44.0,7.9,158.2,4.7,1.7,9.6,0.6,0.8,0.5,,
3967,78.4,1.9,8.7,1.8,5.4,7.0,0.8,0.9,3.3,,
4471,68.8,2.5,4.9,1.1,4.0,3.8,2.7,16.2,73.5,,
4479,0.8,0.9,131.8,0.7,0.4,1.3,3.1,119.8,98.4,,
9576,6.0,3.0,2.0,2.0,2.0,2.0,,,,,
9607,4.0,2.0,10.0,1.0,1.0,1.0,,,,,
9608,1.0,1.0,8.0,1.0,1.0,1.0,,,,,
9609,20.0,5.0,220.0,5.0,4.0,2.0,,,,,
9610,15.0,5.0,2500.0,5.0,3.0,2.0,,,,,
11433,1.0,,1.0,,,,1.0,,1.0,,
11434,,,,,,,100.0,,2.0,,
11435,,,,,,,76.0,,43.0,,
11436,,,,,,,25.0,,70.0,,
11437,1.8,,1.0,,,,83.0,,70.0,,
11438,,,,,,,5.3,,70.0,,
11586,,,,,,,0.2,,70.0,,
11587,1.5,,0.1,,,,1.0,,12.0,,
11588,,,,,,,0.2,,4.0,,
11589,2.5,,1.0,,,,2.0,,0.5,,
11590,,,,,,,83.0,,3.0,,
11591,,,,,,,83.0,,70.0,,
11592,1.3,,0.5,,,,6.0,,70.0,,
11598,45.0,,1.0,,,,,,,,
11599,1.6,,2.0,,,,,,,,
11600,5.5,,5.0,,,,,,,,
11601,2.7,,1.0,,,,,,,,
11795,7.0,5.0,17.0,13.0,7.0,22.0,,,,,
12964,4.0,,64.0,,,,,,,,
12965,2.0,,45.0,,,,,,,,
12966,4.0,,46.0,,,,,,,,
12967,1.0,,2.0,,,,,,,,
12968,22.0,,48.0,,,,,,,,
12969,8.0,,49.0,,,,,,,,
12970,2.0,,2.0,,,,,,,,
12971,7.0,,49.0,,,,,,,,
12972,32.0,,34.0,,,,,,,,
12973,3.0,,1.0,,,,,,,,
12974,14.0,,49.0,,,,,,,,
12975,15.0,,49.0,,,,,,,,
12976,78.0,,7.0,,,,,,,,
12977,82.0,,2.0,,,,,,,,
12978,85.0,,27.0,,,,,,,,
12979,72.0,,25.0,,,,,,,,
12980,82.0,,20.0,,,,,,,,
12981,84.0,,21.0,,,,,,,,
14405,21.2,4.4,0.7,1.2,4.7,3.0,,,,,
14418,23.6,6.4,0.5,1.8,4.1,4.1,,,,,
14419,32.5,10.5,0.8,2.7,4.8,13.1,,,,,
14421,1.4,1.0,1.4,0.8,1.2,0.8,,,,,
14425,24.1,3.2,0.4,0.5,0.7,0.9,,,,,
14429,43.3,3.8,5.2,2.2,7.0,7.5,,,,,
14432,43.3,1.7,1.2,0.7,1.5,1.7,,,,,
14435,43.3,1.7,1.3,0.8,2.7,2.2,,,,,
14440,34.4,2.3,1.0,0.8,1.9,1.3,,,,,
14442,23.6,9.5,0.7,1.4,5.0,3.4,,,,,
14448,29.8,1.9,0.2,0.4,1.3,1.5,,,,,
14456,24.1,6.2,1.0,0.6,5.5,4.2,,,,,
14458,0.4,0.5,0.2,0.1,0.5,0.2,,,,,
14462,43.3,1.9,7.1,1.8,2.1,1.0,,,,,
14464,21.8,0.9,0.6,0.6,0.9,1.1,,,,,
14468,0.9,1.3,1.5,1.5,0.7,0.7,,,,,
14473,43.3,7.7,0.6,0.2,0.9,1.5,,,,,
14476,90.0,40.0,1.5,1.7,5.4,6.0,,,,,
14478,90.0,40.0,260.0,15.0,33.0,48.0,,,,,
14479,1.3,1.1,0.7,2.2,3.7,3.4,,,,,
14481,2.1,1.2,1.7,2.9,1.1,1.1,,,,,
14486,43.3,1.2,0.3,0.1,0.4,1.2,,,,,
14496,32.5,5.9,0.5,0.8,10.9,23.4,,,,,
14501,21.8,1.5,0.4,0.4,2.8,1.2,,,,,
14506,43.3,2.8,1.1,0.5,3.5,5.1,,,,,
14513,0.9,0.9,0.4,0.6,1.0,1.0,,,,,
14514,37.0,5.4,0.7,1.6,4.8,5.8,,,,,
14517,7.6,0.6,29.1,0.2,0.4,0.6,,,,,
15331,1.0,4.4,26.0,2.6,0.8,0.9,,,,,
15332,1.5,1.4,24.0,4.1,0.8,0.9,,,,,
15333,62.0,7.1,5.2,2.2,5.0,8.0,,,,,
15334,62.0,4.1,6.4,3.7,5.1,2.4,,,,,
15335,62.0,8.7,12.0,4.0,6.7,6.7,,,,,
15336,2.9,4.0,8.1,4.4,1.7,2.1,,,,,
15337,11.0,9.6,96.0,4.0,2.8,5.0,,,,,
15338,20.0,12.0,96.0,6.6,4.8,4.4,,,,,
15339,4.2,7.0,7.0,6.9,2.8,3.8,,,,,
15340,6.1,12.0,96.0,3.1,2.5,6.5,,,,,
15341,11.0,12.0,96.0,17.0,3.5,6.5,,,,,
15342,3.2,1.8,1.4,2.7,3.0,2.5,,,,,
15343,2.0,2.8,2.1,3.0,5.4,3.5,,,,,
25510,182.0,9.9,32.0,,6.4,7.9,,,3.9,,
25511,6.2,9.0,21.3,,4.3,8.2,,,23.3,,
25512,182.0,31.8,1541.0,,28.7,17.5,,,2261.0,,
25513,182.0,30.2,2826.0,,27.4,20.1,,,49.2,,
25514,182.0,16.3,183.0,,5.0,4.1,,,3.7,,
25516,182.0,18.6,344.0,,22.3,8.2,,,6659.0,,
25517,182.0,30.3,482.0,,23.1,7.8,,,5.1,,
25518,182.0,27.7,582.0,,27.3,7.8,,,17.9,,
25519,117.0,14.6,2284.0,,6.5,7.8,,,11.9,,
25520,182.0,19.5,34.6,,9.4,7.6,,,19.9,,
25523,182.0,34.2,4564.0,,26.9,13.9,,,26.6,,
25529,182.0,36.9,6666.0,,35.8,20.9,,,6659.0,,
25538,182.0,29.7,663.0,,25.5,32.8,,,6659.0,,
25539,182.0,32.7,3340.0,,6.8,13.9,,,6659.0,,
25540,182.0,15.7,1174.0,,7.5,38.7,,,6659.0,,
25541,182.0,21.4,147.0,,9.6,8.0,,,1923.0,,
25543,182.0,5.0,21.3,,5.2,7.6,,,6659.0,,
25545,35.8,9.1,148.0,,6.9,10.4,,,6659.0,,
25548,1.3,0.3,0.3,0.7,,1.0,7.9,1.2,2.2,0.7,0.4
25583,0.5,0.4,0.6,0.4,,0.5,1.8,0.5,0.4,0.9,0.1
25621,0.9,0.3,0.6,0.7,,0.5,2.8,0.6,0.3,1.2,0.7
25633,1.2,0.5,0.8,0.9,,0.9,1.4,0.7,1.2,0.7,1.4
25637,1.2,1.4,1.5,1.5,,1.5,,3.4,3.4,1.6,0.8
25662,0.6,0.3,0.6,0.4,,0.7,,0.5,0.3,0.7,0.6
25673,0.7,0.3,0.5,0.3,,0.6,,0.6,3.7,0.7,2.0
25688,1.2,0.7,0.4,0.9,,0.6,2.2,1.1,1.5,1.6,1.1
28250,,,,,,,,5.2,6.2,,
28252,,,,,,,30.0,24.0,5.3,,
28253,,,,,,,3.5,6.9,14.0,,
28254,,,,,,,6.0,5.6,3.2,,
28255,,,,,,,24.0,19.0,44.0,,
28256,,,,,,,68.0,36.0,50.0,,
28257,,,,,,,1.0,0.6,0.9,,
28258,,,,,,,13.0,3.8,120.0,,
28259,,,,,,,1.3,1.1,1.9,,
28260,,,,,,,0.9,1.6,2.8,,
28261,,,,,,,,1.1,,,
28262,,,,,,,33.0,1.1,100.0,,
28263,,,,,,,5.0,3.8,1.9,,
28264,,,,,,,17.0,140.0,1500.0,,
28265,,,,,,,2.3,4.0,44.0,,
28266,,,,,,,0.2,4.6,41.0,,
28267,,,,,,,0.7,97.0,290.0,,
28268,,,,,,,0.4,1.2,1.7,,
28269,,,,,,,,0.9,3.1,,
28270,,,,,,,66.0,0.6,1.7,,
28271,,,,,,,0.8,110.0,590.0,,
28272,,,,,,,870.0,2400.0,110.0,,
28273,,,,,,,130.0,210.0,310.0,,
28274,,,,,,,36.0,250.0,136.0,,
28275,,,,,,,39.0,84.0,270.0,,
28276,,,,,,,270.0,32.0,1600.0,,
28277,,,,,,,,404.0,,,
28278,,,,,,,170.0,1400.0,2600.0,,
28279,,,,,,,97.0,3800.0,1100.0,,
28280,,,,,,,11.0,100.0,140.0,,
28281,,,,,,,2.0,57.0,260.0,,
28282,,,,,,,12.0,625.0,268.0,,
28897,116.0,19.0,14.6,5.2,10.0,25.0,,,2.8,,
28898,4.7,19.0,3077.0,3.9,2.9,25.0,,,2.6,,
28899,8.6,6.1,3077.0,4.3,4.1,25.0,,,133.0,,
28900,20.0,5.6,13.4,4.2,4.4,25.0,,,4.3,,
28901,116.0,19.0,48.0,1.7,3.7,25.0,,,1.3,,
38709,90.9,,0.6,0.5,0.8,0.8,1.8,,2.0,,
38715,90.9,,0.9,0.6,2.6,0.7,3.6,,1.9,,
38717,7.9,,57.3,3.8,5.4,1.8,2.8,,3.7,,
38723,90.9,,1.0,0.9,3.0,1.6,3.5,,4.3,,
38725,90.9,,50.3,2.4,2.7,6.3,2.6,,2.2,,
38727,77.1,,,0.9,3.6,4.0,1.3,2.0,3.6,,
38731,4.9,,3.0,1.2,0.8,1.8,2.1,,1.7,,
38733,90.9,,0.7,0.8,0.9,0.8,4.5,,1.5,,
38735,90.9,,2.3,0.7,1.7,1.3,1.1,,1.8,,
38739,90.9,,0.8,1.4,3.2,3.9,6.5,,5.6,,
38743,90.9,,0.5,0.7,1.0,0.7,4.8,,1.9,,
38745,90.9,,0.6,0.7,4.6,2.2,11.7,,3.0,,
38749,90.9,,57.3,0.6,1.7,1.2,5.0,,2.0,,
38759,90.9,,6.5,,2.1,1.2,1.3,,4.4,,
38761,90.9,,2.2,0.9,0.8,2.3,168.1,390.6,22.7,,
38769,60.6,,1.1,0.9,1.6,1.0,1.1,,1.0,,
38775,90.9,,4.1,1.3,2.2,3.2,5.6,,3.3,,
38777,90.9,,1.5,0.6,1.2,1.2,3.6,,3.2,,
38779,90.9,,0.9,0.5,2.5,0.7,2.3,,1.9,,
38783,90.9,,2.0,0.9,2.7,1.5,4.3,,1.0,,
38789,3.1,,57.3,4.4,4.5,1.8,1.3,,1.8,,
38795,0.9,,1.0,0.5,0.8,0.7,3.4,,1.4,,
38797,90.9,,1.1,0.5,0.5,0.7,3.5,,2.2,,
38801,90.9,,42.6,4.7,3.5,2.0,4.1,,7.0,,
38803,90.9,,57.3,0.5,2.3,1.2,1.1,,1.3,,
38809,3.1,1.0,8.9,1.7,1.9,2.0,0.9,,0.6,,
38813,90.9,,10.1,1.3,2.5,1.0,0.6,,0.2,,
38815,90.9,,3.7,,2.3,0.8,3.7,,3.5,,
38819,90.9,,2.5,0.6,1.4,1.3,6.9,1.5,2.4,,
38823,90.9,,18.9,1.1,7.4,3.4,2.4,,4.0,,
38829,90.9,1.3,1.6,0.9,2.3,1.6,3.1,,1.3,,
38831,90.9,,8.7,0.8,1.9,1.6,4.6,,2.5,,
38833,90.9,,57.3,1.0,1.9,2.1,4.3,,9.2,,
38837,90.9,,2.5,1.3,1.6,11.4,23.5,,12.3,,
38839,90.9,,11.8,0.8,2.5,1.7,2.6,,1.5,,
38841,90.9,,5.6,0.5,0.5,1.5,4.2,,0.7,,
38847,7.0,,57.3,12.3,2.9,2.1,4.1,,0.9,,
38849,90.9,,57.3,1.4,2.9,2.4,4.1,0.8,8.9,,
38857,3.9,,57.3,,3.0,2.7,3.9,,3.5,,
38867,2.0,,9.2,0.5,1.3,0.8,11.4,,4.1,,
38869,90.9,,1.8,0.9,0.7,0.8,5.4,,3.1,,
38875,84.2,,6.3,3.2,1.4,2.3,3.8,,1.7,,
38879,81.4,,0.5,0.5,2.3,0.9,1.4,2.2,4.5,,
38889,90.9,,23.1,2.8,1.9,1.5,4.2,,1.3,,
38891,166.7,7.5,9.3,3.5,3.7,2.4,0.5,0.6,0.7,,
38893,0.8,,7.0,0.7,0.8,0.8,5.5,,1.1,,
38895,90.9,,57.3,17.3,2.6,3.9,2.1,,7.6,,
38897,90.9,,1.3,0.6,1.7,0.7,1.9,,1.5,,
38901,90.9,,1.5,0.6,1.3,1.6,6.5,,3.6,,
38903,90.9,,1.2,0.5,0.6,1.0,21.4,,2.7,,
38905,0.8,,1.0,0.9,0.5,0.7,4.5,,1.3,,
38911,90.9,,0.7,0.5,1.4,0.9,2.2,,0.8,,
38913,90.9,,57.3,0.8,1.5,2.0,0.5,,0.5,,
38915,81.4,,0.6,0.8,2.4,1.5,1.9,0.3,0.6,,
38919,90.9,,3.4,1.0,0.7,0.9,0.5,,1.5,,
38921,90.9,,3.1,1.3,3.4,2.0,0.9,,0.3,,
38923,90.9,,57.3,0.8,1.2,3.5,0.5,,2.3,,
39448,65.4,2.9,6.4,0.7,3.6,1.3,0.6,1.0,1.1,,
39476,65.4,5.3,26.3,0.3,1.3,0.7,59.0,363.4,109.7,,
40016,78.4,25.3,100.0,6.4,13.0,27.3,2.8,2.2,1.3,,
40561,78.4,2.6,3.5,1.4,1.4,2.2,0.6,0.7,1.7,,
41620,78.4,8.2,21.1,6.0,1.9,6.9,1.2,3.2,107.8,,
41683,13.2,6.6,58.7,6.2,9.5,5.4,168.9,13.8,73.5,,
44037,2.1,0.7,2.5,1.3,2.1,0.5,2.1,0.9,1.5,,
44039,0.5,0.4,0.8,0.9,1.2,0.1,0.8,1.2,2.1,,
44041,0.7,0.8,1.2,0.4,0.7,2.0,3.5,2.8,4.0,,
44043,1.4,1.4,1.4,1.1,2.0,0.6,1.6,1.0,1.4,,
44045,0.5,0.4,0.3,0.3,1.7,0.1,0.2,0.7,1.8,,
44047,0.8,1.3,1.3,0.8,0.7,0.5,1.1,2.4,2.4,,
44049,0.5,0.6,1.4,1.8,0.4,0.4,1.2,0.4,0.3,,
44051,1.2,0.8,2.1,0.7,2.1,0.4,3.7,2.4,4.0,,
44053,2.5,2.1,13.5,0.8,0.6,0.6,0.4,1.8,52.3,,
44055,0.5,2.2,2.0,2.6,3.1,1.1,1.2,2.7,3.4,,
44057,1.4,0.4,1.1,0.3,0.3,0.3,1.0,2.0,1.3,,
44059,2.7,1.0,2.7,0.9,2.1,1.9,4.1,1.0,1.4,,
44061,0.7,0.4,1.3,1.8,0.4,1.1,2.8,1.0,1.8,,
44063,0.8,3.0,0.7,1.9,1.2,1.7,,3.3,5.3,,
44065,8.5,2.0,33.7,1.1,1.4,1.6,1.8,1.2,2.5,,
44067,1.0,0.9,1.5,0.6,0.4,2.4,4.4,2.5,2.7,,
44069,3.1,2.4,1.0,1.7,1.9,2.2,4.0,3.5,2.1,,
44071,1.1,0.5,1.4,1.2,1.4,3.0,4.5,1.7,1.3,,
44073,1.0,0.5,1.7,0.9,2.5,0.4,5.3,2.5,2.1,,
44075,7.3,2.7,22.3,5.9,1.7,1.7,110.6,283.3,45.0,,
44077,1.5,0.4,1.0,0.8,0.3,0.9,1.9,1.2,8.4,,
44079,0.3,0.3,1.5,0.3,1.2,0.2,6.4,1.7,1.0,,
44081,39.8,2.7,1.1,1.8,3.3,,2.5,3.7,5.1,,
44083,35.5,2.5,2.6,1.0,3.7,2.0,0.5,0.7,1.2,,
44085,39.8,0.6,0.8,1.3,3.9,0.7,0.7,1.1,1.4,,
44087,0.4,1.0,1.7,2.1,3.3,0.9,2.7,2.9,0.5,,
44089,38.3,1.4,1.7,0.4,1.3,1.0,160.3,322.8,75.3,,
44091,0.3,0.7,1.3,0.6,0.3,0.2,2.2,0.6,0.4,,
44093,0.6,0.7,0.6,0.9,0.8,0.4,1.4,1.3,1.0,,
44095,0.8,1.3,1.3,1.5,1.2,0.6,2.6,1.3,1.0,,
44097,2.6,2.4,2.9,2.0,4.2,2.4,4.7,2.7,1.7,,
44099,1.2,0.4,1.8,1.0,1.6,1.0,84.6,16.0,63.5,,
44101,1.0,0.5,1.9,1.0,0.7,0.4,9.5,2.0,4.0,,
44103,0.7,1.2,1.3,1.3,1.7,0.4,0.7,0.6,0.9,,
44105,1.2,0.4,1.2,0.7,0.6,0.3,,2.2,7.5,,
44107,0.5,0.4,0.8,0.3,0.7,0.2,2.4,1.0,0.5,,
44109,0.5,0.5,,0.6,2.8,1.6,0.3,0.6,,,
44111,0.9,0.3,0.2,0.4,0.7,0.5,0.2,0.4,0.2,,
45126,32.4,4.0,2.4,2.2,3.3,2.5,3.8,1.4,0.9,0.4,
45128,42.9,16.8,13.3,5.9,2.3,9.5,0.8,0.6,4.8,2.9,
45130,31.2,6.8,0.4,0.6,0.7,2.2,208.4,455.5,80.5,0.4,
45132,42.4,2.8,12.2,1.1,5.8,2.9,195.6,685.3,103.6,2.8,
45134,31.2,2.3,1.1,0.9,1.0,1.1,208.4,455.5,80.5,0.5,
45136,1.2,0.7,,0.7,0.2,0.3,1.2,0.6,3.3,1.4,
45138,25.1,0.8,3.0,1.8,0.7,0.5,0.2,0.4,1.0,1.1,
45140,42.9,1.5,3.7,0.4,0.8,0.3,321.4,431.6,209.3,1.1,
45142,0.7,2.2,79.9,,0.5,2.8,144.7,365.5,42.7,0.3,
45144,13.2,14.9,121.0,3.2,2.1,1.4,176.2,482.3,72.3,11.2,
45146,31.2,11.4,7.3,1.5,2.2,1.3,1.1,0.9,3.2,2.3,
45148,34.6,1.5,1.5,1.0,0.7,1.2,3.4,0.3,0.2,1.1,
45150,1.6,0.4,12.5,0.3,0.1,0.2,27.0,611.5,57.9,3.3,
45152,20.5,2.7,2.4,0.6,1.0,1.5,4.3,1.7,1.1,1.4,
45154,33.9,1.8,6.0,0.9,0.9,2.2,1.0,2.1,58.6,0.4,
45156,42.9,3.4,1.4,1.1,1.2,1.6,2.1,0.9,5.0,1.0,
45158,134.5,5.4,49.7,4.9,2.9,1.6,4.5,464.9,97.8,1.6,
45160,7.5,0.5,10.7,0.5,0.4,0.8,17.2,7.1,57.9,6.1,
45162,0.8,0.4,1.5,0.8,0.5,0.1,157.7,384.4,32.1,0.5,
45164,34.6,13.5,25.5,5.0,12.5,30.4,2.3,30.0,43.3,1.3,
45166,23.4,0.5,0.4,0.5,0.4,1.8,1.7,0.6,1.3,0.5,
45168,1.0,2.2,2.0,0.3,0.9,0.5,276.0,29.8,43.3,1.5,
45170,31.3,6.1,3.8,0.6,0.6,1.2,0.2,0.4,3.1,3.3,
45172,2.0,0.6,9.6,1.2,0.5,,0.2,0.5,1.2,2.4,
45174,23.4,3.8,2.0,0.3,1.4,1.3,0.7,390.6,45.6,0.5,
45176,41.5,2.6,6.2,0.7,2.8,0.9,146.4,63.2,88.3,1.8,
45178,50.3,1.6,0.8,1.0,1.1,0.6,265.2,81.8,121.9,0.4,
45180,39.4,2.9,1.8,0.9,2.6,1.6,1.0,0.8,0.8,0.8,
45182,21.5,1.6,1.7,0.4,2.1,0.6,2.4,0.9,1.2,0.5,
45184,42.4,8.0,72.8,1.1,4.7,4.2,107.1,172.4,103.6,5.0,
45186,32.8,11.5,16.0,2.7,2.9,1.3,191.3,541.6,115.3,4.6,
45188,1.2,1.5,18.2,0.6,0.3,0.4,321.4,502.4,209.3,3.3,
45190,18.9,3.1,1.1,3.0,3.6,5.9,1.3,0.6,0.3,0.3,
45192,31.2,7.3,29.1,2.8,0.8,1.9,0.7,0.7,2.4,2.7,
45194,30.1,2.8,1.0,0.4,3.6,2.1,170.6,363.4,72.3,1.0,
45196,3.3,1.4,1.4,0.5,1.0,1.7,165.9,541.6,100.9,0.6,
45198,32.4,3.1,0.3,0.7,1.1,2.6,6.3,57.3,32.1,0.6,
45200,32.4,0.5,0.9,0.2,0.9,0.1,0.7,0.9,0.6,0.4,
45202,25.6,2.5,5.2,1.7,1.8,2.6,47.0,127.0,80.5,0.8,
45204,42.9,2.5,4.8,0.8,1.2,1.4,1.7,0.7,13.8,2.2,
45206,32.4,1.8,2.7,1.0,0.9,1.4,1.0,0.7,0.4,0.7,
45208,31.2,1.7,1.2,0.6,1.0,0.6,1.8,0.7,1.9,0.5,
45210,50.3,1.6,0.6,0.9,1.2,0.6,2.2,2.8,2.6,0.8,
45212,25.1,0.8,0.4,0.3,0.5,0.8,144.7,365.5,42.7,0.6,
45214,31.2,2.8,1.8,1.2,0.9,1.0,1.0,0.8,2.0,0.8,
45216,29.5,0.4,0.3,0.3,0.2,0.3,0.2,0.4,0.3,0.2,
45218,2.0,0.4,,1.0,1.6,0.7,2.6,1.7,46.6,2.3,
45220,1.8,1.3,17.7,38.1,3.5,7.2,173.6,521.7,92.7,1.6,
45222,0.2,0.3,17.5,0.4,0.2,0.1,15.2,0.9,32.1,0.4,
45224,4.4,0.9,68.2,0.3,0.8,1.6,2.6,6.2,37.3,2.5,
45226,1.4,1.3,4.4,1.4,1.1,1.0,7.4,2.9,1.8,1.6,
45228,32.4,0.9,0.5,0.7,0.8,0.1,1.1,0.4,0.6,0.4,
45230,30.4,0.8,,0.5,0.5,1.0,171.3,415.0,77.8,2.1,
45232,4.1,2.1,5.7,3.1,0.6,1.1,161.7,611.5,57.9,6.3,
45234,25.9,2.7,15.6,0.4,0.9,0.5,59.4,398.4,49.5,2.3,
45236,0.3,0.2,1.3,0.3,0.4,0.4,47.0,5.1,78.6,0.6,
45238,32.4,1.7,0.9,0.6,0.3,1.1,157.7,384.4,32.1,0.9,
45240,3.5,1.6,7.6,0.5,1.0,1.0,6.3,421.2,47.4,1.4,
45242,55.0,2.7,4.0,1.1,3.8,3.0,1.2,0.9,0.6,1.2,
45244,68.5,3.6,3.7,3.0,3.4,0.9,0.6,1.0,1.4,0.7,
45246,32.4,2.4,10.0,1.4,0.9,0.6,2.3,1.3,2.0,0.9,
45248,34.6,2.9,2.3,0.6,1.4,0.6,276.0,4.7,43.3,2.2,
45250,38.6,4.5,0.7,1.1,1.9,1.9,42.7,7.2,51.6,2.6,
45252,88.7,4.3,0.4,0.8,0.6,3.3,361.9,59.1,62.7,1.2,
45254,1.3,0.8,2.6,1.2,0.5,1.3,230.0,520.8,48.3,3.6,
